EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E01337,Andrew Coleman,Director,Finance,Corporate,Male,Caucasian,41,2019-05-15,174415,0.23,United States,Miami,
E00102,Riley Rojas,Network Architect,IT,Speciality Products,Female,Latino,36,2021-01-21,90333,0.0,Brazil,Rio de Janerio,
E03637,Landon Thao,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,2021-01-21,67299,0.0,United States,Phoenix,
E03455,Hadley Ford,Systems Analyst,IT,Research & Development,Female,Caucasian,52,2005-02-23,45286,0.0,United States,Chicago,
E03354,Austin Brown,Director,Marketing,Research & Development,Male,Caucasian,48,2007-08-08,194723,0.25,United States,Phoenix,
E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,2012-08-10,109850,0.07,China,Beijing,2020-02-04
E01264,Hazel Alvarez,Business Partner,Human Resources,Research & Development,Female,Latino,62,2014-04-19,45295,0.0,Brazil,Sao Paulo,
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,2010-08-23,61310,0.0,United States,Phoenix,
E02848,Lincoln Huynh,System Administrator ,IT,Research & Development,Male,Asian,55,2016-11-09,87851,0.0,China,Chongqing,
E00480,Hadley Yee,Business Partner,Human Resources,Speciality Products,Female,Asian,31,2018-03-12,47913,0.0,United States,Seattle,
E00203,Julia Doan,Business Partner,Human Resources,Speciality Products,Female,Asian,53,2017-09-07,46727,0.0,United States,Columbus,2018-05-31
E00647,Dylan Ali,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,2021-04-16,133400,0.11,United States,Phoenix,
E03296,Eloise Trinh,Solutions Architect,IT,Speciality Products,Female,Asian,39,2020-04-22,90535,0.0,United States,Miami,
E02453,Dylan Kumar,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,2006-07-11,93343,0.0,China,Chongqing,
E00647,Emily Gupta,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,2006-02-23,63705,0.0,United States,Miami,
E02522,Silas Rivera,Vice President,Sales,Corporate,Male,Latino,48,2000-02-28,258081,0.3,United States,Chicago,
E00459,Jackson Jordan,Business Partner,Human Resources,Research & Development,Male,Black,48,2020-09-21,54654,0.0,United States,Phoenix,
E03007,Isaac Joseph,Analyst,Sales,Manufacturing,Male,Caucasian,54,1998-09-24,58006,0.0,United States,Seattle,
E04035,Hailey Lai,Sr. Manger,Finance,Manufacturing,Female,Asian,42,2011-03-18,150034,0.12,China,Beijing,
E00952,Leilani Thao,Director,Human Resources,Speciality Products,Female,Asian,38,2007-05-30,198562,0.22,United States,Seattle,
E03863,Madeline Watson,Account Representative,Sales,Research & Development,Female,Black,40,2009-05-27,62411,0.0,United States,Miami,2021-08-14
E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,1992-01-09,111299,0.12,United States,Miami,
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,2019-07-13,41545,0.0,United States,Miami,
E01339,Jeremiah Hernandez,Network Engineer,IT,Manufacturing,Male,Latino,26,2019-04-14,74467,0.0,United States,Columbus,2021-01-15
E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,2002-02-09,117545,0.06,United States,Phoenix,
E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,2012-03-15,117226,0.08,United States,Phoenix,
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,2019-01-24,55767,0.0,United States,Phoenix,
E00994,Charlotte Baker,Analyst II,Sales,Manufacturing,Female,Caucasian,29,2016-11-17,60930,0.0,United States,Austin,
E00943,Elena Mendoza,Director,Sales,Speciality Products,Female,Latino,27,2018-10-24,154973,0.29,Brazil,Sao Paulo,
E00869,Nova Lin,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,2017-10-21,69332,0.0,United States,Columbus,
E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,2001-04-09,119699,0.0,China,Shanghai,
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,2020-09-20,198176,0.17,Brazil,Manaus,
E00577,Nora Nunez,Analyst II,Finance,Research & Development,Female,Latino,45,2012-08-06,58586,0.0,Brazil,Sao Paulo,
E00538,Caleb Xiong,Sr. Account Representative,Sales,Corporate,Male,Asian,38,2011-11-28,74010,0.0,United States,Chicago,
E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,2020-02-03,96598,0.0,United States,Phoenix,
E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,2003-05-21,106444,0.05,United States,Phoenix,
E00225,Angel Delgado,Director,Finance,Corporate,Male,Latino,31,2017-08-10,156931,0.28,United States,Seattle,
E02889,Mia Herrera,Director,Marketing,Research & Development,Female,Latino,43,2014-10-16,171360,0.23,Brazil,Manaus,
E04978,Peyton Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,2009-04-05,64505,0.0,United States,Miami,
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,2021-10-09,102298,0.13,Brazil,Rio de Janerio,
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,Latino,27,2019-09-13,133297,0.13,Brazil,Rio de Janerio,
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,2021-03-17,155080,0.1,United States,Austin,
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,2018-08-13,81828,0.0,United States,Miami,
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,Asian,65,2000-10-24,149417,0.13,China,Chengdu,
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,2012-04-25,113269,0.09,Brazil,Sao Paulo,
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,Asian,46,2017-12-16,136716,0.12,United States,Austin,
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,2011-10-20,122644,0.12,United States,Austin,
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,2000-05-07,106428,0.07,United States,Chicago,
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,Caucasian,36,2009-01-17,238236,0.31,United States,Seattle,
E01350,Natalie Carter,Director,Finance,Corporate,Female,Caucasian,64,2012-12-21,153253,0.24,United States,Austin,
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,2014-10-03,103707,0.09,United States,Columbus,
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,Caucasian,41,2012-08-09,245360,0.37,United States,Austin,
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,Asian,25,2021-07-08,67275,0.0,United States,Columbus,
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,2015-01-22,101288,0.1,United States,Phoenix,
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,Latino,52,1993-08-28,177443,0.25,Brazil,Sao Paulo,
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,2016-04-27,91400,0.0,United States,Chicago,
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,Latino,44,2007-09-10,181247,0.33,Brazil,Sao Paulo,
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,Black,42,2003-10-20,135558,0.14,United States,Phoenix,
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,Caucasian,49,2011-12-17,56878,0.0,United States,Seattle,
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,Asian,34,2019-09-20,94735,0.0,China,Beijing,
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,Latino,39,2007-05-27,51234,0.0,United States,Seattle,
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,Asian,31,2015-01-14,230025,0.34,United States,Phoenix,
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,2010-03-11,134006,0.13,China,Beijing,
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,2009-10-06,103096,0.07,China,Beijing,
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,2016-08-20,58703,0.0,United States,Columbus,
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,Latino,33,2012-12-24,132544,0.1,Brazil,Rio de Janerio,
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,Caucasian,32,2020-04-15,126671,0.09,United States,Miami,
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,Asian,33,2021-01-22,56405,0.0,United States,Chicago,
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,Asian,36,2014-11-29,88730,0.08,China,Chongqing,
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,Latino,39,2008-09-17,62861,0.0,United States,Seattle,
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,2006-07-21,151246,0.21,Brazil,Sao Paulo,
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,Asian,53,1997-04-12,154388,0.1,United States,Seattle,
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,Caucasian,54,1994-09-26,162978,0.17,United States,Miami,2004-05-24
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,Latino,55,1993-11-17,80170,0.0,United States,Miami,
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,2021-04-28,98520,0.0,United States,Miami,
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,1999-12-29,116527,0.07,United States,Phoenix,
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,Asian,27,2019-11-07,174607,0.29,United States,Columbus,
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,Latino,58,2006-04-12,64202,0.0,United States,Columbus,
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,Asian,49,2019-07-25,50883,0.0,China,Chongqing,2021-03-02
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,Latino,36,2016-11-03,94618,0.0,United States,Columbus,
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,2019-10-15,151556,0.2,United States,Miami,
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,Asian,37,2020-03-08,80659,0.0,United States,Phoenix,
E03858,John Cho,Director,Human Resources,Speciality Products,Male,Asian,47,2019-11-03,195385,0.21,China,Chengdu,
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,2016-05-19,52693,0.0,Brazil,Rio de Janerio,
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,Caucasian,58,2016-04-26,72045,0.0,United States,Phoenix,
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,2005-11-28,62749,0.0,Brazil,Manaus,
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,Asian,52,2018-06-04,154884,0.1,China,Shanghai,
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,2016-03-08,96566,0.0,United States,Columbus,
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,Latino,45,2001-08-23,54994,0.0,United States,Columbus,
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,Caucasian,40,2012-02-05,61523,0.0,United States,Columbus,
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,Black,45,2010-12-12,190512,0.32,United States,Columbus,
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,2013-02-13,124827,0.0,China,Beijing,
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,2019-01-19,101577,0.05,United States,Chicago,
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,2005-10-17,105223,0.1,United States,Phoenix,
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,Latino,48,2008-07-06,94815,0.0,United States,Chicago,
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,2021-12-15,114893,0.06,China,Chengdu,
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,2017-01-10,80622,0.0,United States,Austin,
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,Asian,57,2016-11-11,246589,0.33,United States,Phoenix,2017-03-26
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,2018-05-20,119397,0.09,China,Beijing,2019-03-14
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,2021-12-19,150666,0.23,China,Chengdu,
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,Caucasian,46,2002-01-09,148035,0.14,United States,Phoenix,
E03349,Dylan Chin,Director,Finance,Corporate,Male,Asian,60,2017-06-05,158898,0.18,United States,Miami,
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,Asian,45,2012-02-28,89659,0.0,China,Beijing,
E00005,Riley Washington,Director,Sales,Speciality Products,Female,Caucasian,39,2007-04-29,171487,0.23,United States,Phoenix,
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,Latino,43,2016-08-21,258498,0.35,United States,Columbus,
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,Asian,37,2010-11-29,146961,0.11,United States,Columbus,
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,48,1998-04-22,85369,0.0,Brazil,Manaus,2004-11-27
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,Caucasian,30,2015-06-14,67489,0.0,United States,Chicago,
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,Caucasian,46,2018-10-06,166259,0.17,United States,Chicago,
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,Asian,55,2009-01-07,47032,0.0,United States,Columbus,
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,2016-09-18,98427,0.0,United States,Columbus,
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,2010-05-31,47387,0.0,China,Chengdu,2018-01-08
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,Asian,31,2019-06-10,176710,0.15,United States,Miami,
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,2012-01-28,95960,0.0,China,Chengdu,
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,Asian,63,2020-07-26,216195,0.31,United States,Miami,
